fid;Naam;Webadres;Tel;KvKnr;Plaats;SBICode;SBINaam;Kans;Keten;Typering;AantalMedewerkers;TJ_Warmte;TJ_CondWarmte;NM3Gas_CondWarmte;Red_tonCO2_CondWarmte;TJ_MTWarmte;NM3Gas_MTWarmte;kWh_MTWarmte;Red_tonCO2_MTWarmte
2103;Cibo Uno BV;www.c1000.nl;040-2645000;17133540;EINDHOVEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
2104;Beekman en Beekman a.h. Supermarkt BV;;040-2536480;17086600;BERGEIJK;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329
2105;Poiesz Supermarkten BV;;0516-515775;1100780;OOSTERWOLDE FR;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
2106;Albert Heijn BV;www.ah.nl;0182-586208;35012085;GOUDA;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256
2107;Jumbo Supermarkten BV;www.jumbo.nl;0320-247756;16044409;LELYSTAD;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
2108;Albert Heijn BV;www.ah.nl;023-5625213;35012085;HOOFDDORP;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256
2109;Super Vlaanderen;www.jumbo.nl;020-6904928;33247547;DIEMEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
2110;Aldi Culemborg BV;www.aldi.nl;0345-472911;11013020;GORINCHEM;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329
2111;Albert Heijn BV;www.ah.nl;0180-425774;35012085;RIDDERKERK;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;150;2.395838;7.871128;276000;520.812;9.99846;351000;657000;316.755
2112;VOMAR Voordeelmarkt BV;;036-5357272;34054429;ALMERE;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329
2113;Altenburg Supermarkt BV;www.c1000.nl;0513-431498;57463069;SINT NICOLAASGA;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
2114;Albert Heijn BV;;030-2441711;35012085;UTRECHT;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256
2115;Deen Winkels BV;;0299-431623;36009674;PURMEREND;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
2116;4=6 Markt Giesbeek BV;;0313-631389;9045211;GIESBEEK;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329
2117;Bun Supermarkten BV;www.ah.nl;036-5354443;39039317;ALMERE;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;350;5.59029;18.365965;645000;1217.115;23.329739;819000;1532000;739.621
2118;Albert Heijn BV;;070-3941921;35012085;RIJSWIJK ZH;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256
2119;Weernekers Supermarkten Almere Waterwijk BV;www.weernekers.nl;036-5333332;39059106;ALMERE;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;150;2.395838;7.871128;276000;520.812;9.99846;351000;657000;316.755
2120;Boni-Markten BV;www.bonisupermarkt.nl;038-4443594;8018988;HATTEM;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
2121;Hans Geveling Supermarkt Hoeven BV;;0481-424962;20057579;HOEVEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;150;2.395838;7.871128;276000;520.812;9.99846;351000;657000;316.755
2122;Albert Heijn BV;www.ah.nl;075-6703556;35012085;ZAANDAM;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;150;2.395838;7.871128;276000;520.812;9.99846;351000;657000;316.755
2123;Plusmarkt Van der Meer CV;www.plussupermarkt.nl;010-4738765;24295472;SCHIEDAM;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329
2124;Selfservice J. Mahu BV;;010-5015383;24309068;RHOON;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
2125;Em-Té Supermarkten BV;www.em-te.nl;0416-541540;18117531;KAATSHEUVEL;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256
2126;Albert Heijn BV;www.ah.nl;020-6162098;35012085;AMSTERDAM;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;150;2.395838;7.871128;276000;520.812;9.99846;351000;657000;316.755
2127;Aldi Best BV;www.aldi.nl;0499-398885;17046669;MOERGESTEL;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329
2128;Boonstra t.h.o.d.n. Spar;;0519-294068;1049055;DOKKUM;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256
2129;Aldi Drachten BV;;0512-589200;1048011;DWINGELOO;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329
2130;Supermarkt Van der Wijden BV;www.coop.nl;023-5251506;34011468;HAARLEM;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329
2131;Rheden Have BV;www.alberthein.nl;026-4952779;9044993;RHEDEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
2132;VOF Bouwmans-Janssens;www.c1000.nl;0493-348840;17002392;DEURNE;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
2133;A. de Jong Supermarkt BV;;078-6743055;23076275;STRIJEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;150;2.395838;7.871128;276000;520.812;9.99846;351000;657000;316.755
2134;Suma Supermarkten BV;www.ah.nl;030-2767100;56941676;UTRECHT;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
2135;Albert Heijn BV;www.ah.nl;0224-212593;35012085;SCHAGEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;150;2.395838;7.871128;276000;520.812;9.99846;351000;657000;316.755
2136;Van Herk Supermarkt BV;www.sniederspassage.nl;0497-360620;17103670;BLADEL;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;350;5.59029;18.365965;645000;1217.115;23.329739;819000;1532000;739.621
2137;Albert Heijn BV;;;35012085;'S-GRAVENHAGE;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256
2138;De Huet Have BV;www.ghgretail.nl;0314-330808;9059056;DOETINCHEM;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;150;2.395838;7.871128;276000;520.812;9.99846;351000;657000;316.755
2139;Naanhof Vaals BV;www.naanhof.nl;043-3061952;14629586;VAALS;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329
2140;Aldi Drachten BV;www.aldi.nl;0512-589200;1048011;STIENS;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329
2141;Albert Heijn BV;;0341-353850;35012085;PUTTEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
2142;Albert Heijn BV;;010-4204640;35012085;ROTTERDAM;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
2143;Plus Van der Horst Boxtel;www.plus.nl;0411-621160;56605390;BOXTEL;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
2144;Paanakker Centrum BV;;073-6910044;17102302;'S-HERTOGENBOSCH;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256
2145;Tensundern Supermarkt BV;www.tensundern.nl;0541-351483;6028452;DENEKAMP;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256
2146;VOF Van der Luit-Bolt;;0595-481437;2022717;HARKSTEDE;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329
2147;K.G. Corandewal;www.sparcorandewal.nl;010-4135852;24326914;ROTTERDAM;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329
2148;Aldi Drachten BV;www.aldi.nl;0512-589200;1048011;ASSEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329
2149;Deen Winkels BV;www.deen.nl;020-6177308;36009674;AMSTERDAM;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
2150;VOMAR Voordeelmarkt BV;www.vomar.nl;0299-414633;34054429;PURMEREND;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
2151;BV Supermarkt Greidanus;www.c1000.nl;0527-615355;39040376;EMMELOORD;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
2152;Albert Heijn BV;www.ah.nl;0180-620050;35012085;BARENDRECHT;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
2153;Albert Heijn BV;;0475-482163;35012085;ECHT;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
2154;H. Welten Supermarkten BV;www.jumbowelten.nl;0493-520160;17146854;SOMEREN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;150;2.395838;7.871128;276000;520.812;9.99846;351000;657000;316.755
2155;Schelle Levensmiddelen- bedrijven Zwolle BV;www.c1000.nl;038-4602564;5067086;ZWOLLE;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256
2156;Albert Heijn BV;www.albertheijn.nl;013-5802873;35012085;TILBURG;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
2157;Plus Giel Smits BV;www.plussmits.nl;0345-532525;11045989;CULEMBORG;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
2158;LIDL Nederland GmbH;;0800-5435463;32061446;ULFT;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329
2159;Jumbo Richard Verhagen;www.c1000.nl;040-2380110;17110282;EINDHOVEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256
2160;VOMAR Voordeelmarkt BV;www.vomar.nl;020-6596774;34054429;BADHOEVEDORP;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256
2161;H. Hagendoorn Supermarkt BV;;0182-532327;24184407;BARENDRECHT;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256
2162;Doesburg Have BV;;0316-229111;9065645;DOESBURG;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256
2163;Deen Winkels BV;www.deen.nl;0251-317841;36009674;UITGEEST;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
2164;LIDL Nederland GmbH;;0800-5435463;32061446;OOSTBURG;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329
2165;Albert Heijn BV;www.ah.nl;071-5173616;35012085;OEGSTGEEST;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;150;2.395838;7.871128;276000;520.812;9.99846;351000;657000;316.755
2166;Albert Heijn BV;;070-3666691;35012085;'S-GRAVENHAGE;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
2167;Supermarkt F. v.d. Heide BV;;050-5039020;2051381;GRONINGEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256
2168;Aldi Drachten BV;www.aldi.nl;0512-589200;1048011;HEERENVEEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329
2169;Albert Heijn BV;;035-6245315;35012085;HILVERSUM;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256
2170;Albert Heijn BV;;026-4430290;35012085;ARNHEM;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256
2171;Deen Winkels BV;www.deen.nl;0226-450137;36009674;OBDAM;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
2172;Konst BV;www.konst.nl;033-2862974;8019895;WOUDENBERG;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
2173;Albert Heijn BV;www.ah.nl;0164-602565;35012085;PUTTE;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256
2174;Vermeer Supermarkt BV;www.c1000.nl;0318-472111;30195532;ELST UT;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256
2175;Albert Heijn BV;;058-2672712;35012085;LEEUWARDEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
2176;Albert Heijn BV;www.ah.nl;033-4618040;35012085;AMERSFOORT;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
2177;Albert Heijn BV;www.albertheijn.nl;010-4502848;35012085;CAPELLE AAN DEN IJSSEL;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256
2178;VOMAR Voordeelmarkt BV;www.vomar.nl;0226-316864;34054429;BROEK OP LANGEDIJK;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;150;2.395838;7.871128;276000;520.812;9.99846;351000;657000;316.755
2179;Jan Linders BV;;077-3982866;12021701;HORST;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256
2180;Scheperkamp Bemmel BV;www.jumbosupermarkten.nl;0481-466018;10038509;BEMMEL;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
2181;LIDL Nederland GmbH;;0800-5435463;32061446;EINDHOVEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329
2182;VOMAR Voordeelmarkt BV;www.vomar.nl;075-6419906;34054429;WORMER;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
2183;Coop Versluis;www.c1000.nl;0575-540352;8033279;EEFDE;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256
2184;Romijn VOF;www.plus.nl;0348-404980;30009261;KAMERIK;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256
2185;Albert Heijn BV;www.ah.nl;076-5424217;35012085;BREDA;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;150;2.395838;7.871128;276000;520.812;9.99846;351000;657000;316.755
2186;Albert Heijn BV;;0578-614416;35012085;EPE;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
2187;Boni-Markten BV;www.bonisupermarkt.nl;0527-681918;8018988;URK;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256
2188;Albert Heijn BV;www.ah.nl;020-4278080;35012085;AMSTERDAM;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
2189;Stationsfoodstore BV;;020-4689997;30158570;AMSTERDAM;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
2190;LIDL Nederland GmbH;;0800-5435463;32061446;BEMMEL;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329
2191;Bruggers Ravenhorsterweg BV;www.plussupermarkt.nl/bruggers;0543-518866;9119937;WINTERSWIJK;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256
2192;M.H.M. de Koning BV;;020-6245947;33229542;AMSTERDAM;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
2193;VOF De Ruijter;www.spar.nl;0416-394000;11051243;DUSSEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329
2194;Aldi Ommen BV;;0529-459308;5029090;KLAZIENAVEEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329
2195;Deka Supermarkten BV;;020-6322111;34050453;AMSTERDAM;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329
2196;Phicoop Kessel BV;www.coop.nl;077-4621826;12027701;NEERKANT;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256
2197;LIDL Nederland GmbH;;0800-5435463;32061446;VLAARDINGEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329
2198;Albert Heijn BV;www.ah.nl;020-6625203;35012085;AMSTERDAM;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;35;0.559029;1.836596;64000;120.768;2.332974;82000;153000;74.256
2199;Aldi Drachten BV;;0512-589200;1048011;DE WESTEREEN;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;15;0.239584;0.787113;28000;52.836;0.999846;35000;66000;31.329
2200;Jumbo Supermarkten BV;;013-5810303;16044409;TILBURG;4711;Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen;EnergieEfficientie&Recycling;;CirculerendeHandel;75;1.197919;3.935564;138000;260.406;4.99923;176000;328000;159.584
